month,district,number
2022-05-01 0:00,구로구,12665
2022-05-01 0:00,금천구,13675
2022-05-01 0:00,노원구,25180
2022-05-01 0:00,도봉구,19825
2022-05-01 0:00,동대문구,13395
2022-05-01 0:00,동작구,15115
2022-05-01 0:00,마포구,18355
2022-05-01 0:00,서대문구,13605
2022-05-01 0:00,서초구,14030
2022-05-01 0:00,성동구,20580
2022-05-01 0:00,성북구,10130
2022-05-01 0:00,송파구,13595
2022-05-01 0:00,양천구,17695
2022-05-01 0:00,영등포구,14780
2022-05-01 0:00,용산구,9245
2022-05-01 0:00,은평구,15315
2022-05-01 0:00,종로구,12410
2022-05-01 0:00,중구,19285
2022-05-01 0:00,중랑구,20465
2022-06-01 0:00,강남구,14255
2022-06-01 0:00,강동구,15760
2022-06-01 0:00,강북구,14200
2022-06-01 0:00,강서구,15625
2022-06-01 0:00,관악구,14270
2022-06-01 0:00,광진구,19005
2022-06-01 0:00,구로구,12875
2022-06-01 0:00,금천구,15335
2022-06-01 0:00,노원구,21095
2022-06-01 0:00,도봉구,20070
2022-06-01 0:00,동대문구,15870
2022-06-01 0:00,동작구,15515
2022-06-01 0:00,마포구,22150
2022-06-01 0:00,서대문구,14295
2022-06-01 0:00,서초구,13245
2022-06-01 0:00,성동구,20760
2022-06-01 0:00,성북구,10799
2022-06-01 0:00,송파구,13324
2022-06-01 0:00,양천구,14256
2022-06-01 0:00,영등포구,8680
2022-06-01 0:00,용산구,8896
2022-06-01 0:00,은평구,13360
2022-06-01 0:00,종로구,9688
2022-06-01 0:00,중구,20140
2022-06-01 0:00,중랑구,13708
2022-07-01 0:00,강남구,13056
2022-07-01 0:00,강동구,14124
2022-07-01 0:00,강북구,12388
2022-07-01 0:00,강서구,13992
2022-07-01 0:00,관악구,11776
2022-07-01 0:00,광진구,12180
2022-07-01 0:00,구로구,10376
2022-07-01 0:00,금천구,10200
2022-07-01 0:00,노원구,17152
2022-07-01 0:00,도봉구,16840
2022-07-01 0:00,동대문구,13684
2022-07-01 0:00,동작구,13044
2022-07-01 0:00,마포구,18528
2022-07-01 0:00,서대문구,12036
2022-07-01 0:00,서초구,10596
2022-07-01 0:00,성동구,15912
2022-07-01 0:00,성북구,6596
2022-07-01 0:00,송파구,13336
2022-07-01 0:00,양천구,12360
2022-07-01 0:00,영등포구,11164
2022-07-01 0:00,용산구,8016
2022-07-01 0:00,은평구,10536
2022-07-01 0:00,종로구,18508
2022-07-01 0:00,중구,17408
2022-07-01 0:00,중랑구,11232
2022-08-01 0:00,강남구,14556
2022-08-01 0:00,강동구,15300
2022-08-01 0:00,강북구,8928
2022-08-01 0:00,강서구,11644
2022-08-01 0:00,관악구,10740
2022-08-01 0:00,광진구,12280
2022-08-01 0:00,구로구,11708
2022-08-01 0:00,금천구,11452
2022-08-01 0:00,노원구,17372
2022-08-01 0:00,도봉구,16608
2022-08-01 0:00,동대문구,10188
2022-08-01 0:00,동작구,12140
2022-08-01 0:00,마포구,17924
2022-08-01 0:00,서대문구,13880
2022-08-01 0:00,서초구,11192
2022-08-01 0:00,성동구,14664
2022-08-01 0:00,성북구,7048
2022-08-01 0:00,송파구,9960
2022-08-01 0:00,양천구,11840
2022-08-01 0:00,영등포구,12068
2022-08-01 0:00,용산구,9516
2022-08-01 0:00,은평구,10448
2022-08-01 0:00,종로구,16056
2022-08-01 0:00,중구,15772
2022-08-01 0:00,중랑구,12004
2022-09-01 0:00,강남구,14144
2022-09-01 0:00,강동구,12844
2022-09-01 0:00,강북구,12036
2022-09-01 0:00,강서구,11672
2022-09-01 0:00,관악구,12564
2022-09-01 0:00,광진구,12480
2022-09-01 0:00,구로구,12996
2022-09-01 0:00,금천구,11800
2022-09-01 0:00,노원구,17684
2022-09-01 0:00,도봉구,16036
2022-09-01 0:00,동대문구,9892
2022-09-01 0:00,동작구,11912
2022-09-01 0:00,마포구,18172
2022-09-01 0:00,서대문구,11248
2022-09-01 0:00,서초구,13956
2022-09-01 0:00,성동구,13528
2022-09-01 0:00,성북구,7016
2022-09-01 0:00,송파구,7940
2022-09-01 0:00,양천구,12824
2022-09-01 0:00,영등포구,11568
2022-09-01 0:00,용산구,9660
2022-09-01 0:00,은평구,10084
2022-09-01 0:00,종로구,15636
2022-09-01 0:00,중구,16088
2022-09-01 0:00,중랑구,12700
2022-10-01 0:00,강남구,15504
2022-10-01 0:00,강동구,13212
2022-10-01 0:00,강북구,11920
2022-10-01 0:00,강서구,10904
2022-10-01 0:00,관악구,14296
2022-10-01 0:00,광진구,15508
2022-10-01 0:00,구로구,17340
2022-10-01 0:00,금천구,11676
2022-10-01 0:00,노원구,17532
2022-10-01 0:00,도봉구,16300
2022-10-01 0:00,동대문구,10328
2022-10-01 0:00,동작구,11396
2022-10-01 0:00,마포구,18416
2022-10-01 0:00,서대문구,12464
2022-10-01 0:00,서초구,13832
2022-10-01 0:00,성동구,12084
2022-10-01 0:00,성북구,6764
2022-10-01 0:00,송파구,8140
2022-10-01 0:00,양천구,11956
2022-10-01 0:00,영등포구,11428
2022-10-01 0:00,용산구,9720
2022-10-01 0:00,은평구,9316
2022-10-01 0:00,종로구,15740
2022-10-01 0:00,중구,13852
2022-10-01 0:00,중랑구,12488
2022-11-01 0:00,강남구,18396
2022-11-01 0:00,강동구,11264
2022-11-01 0:00,강북구,11972
2022-11-01 0:00,강서구,10836
2022-11-01 0:00,관악구,15168
2022-11-01 0:00,광진구,15012
2022-11-01 0:00,구로구,13384
2022-11-01 0:00,금천구,12320
2022-11-01 0:00,노원구,18180
2022-11-01 0:00,도봉구,16332
2022-11-01 0:00,동대문구,11644
2022-11-01 0:00,동작구,14564
2022-11-01 0:00,마포구,14920
2022-11-01 0:00,서대문구,10784
2022-11-01 0:00,서초구,12200
2022-11-01 0:00,성동구,9968
2022-11-01 0:00,성북구,6968
2022-11-01 0:00,송파구,9908
2022-11-01 0:00,양천구,13104
2022-11-01 0:00,영등포구,9908
2022-11-01 0:00,용산구,10068
2022-11-01 0:00,은평구,12488
2022-11-01 0:00,종로구,15308
2022-11-01 0:00,중구,17280
2022-11-01 0:00,중랑구,13572
2022-12-01 0:00,강남구,15120
2022-12-01 0:00,강동구,12124
2022-12-01 0:00,강북구,11444
2022-12-01 0:00,강서구,7896
2022-12-01 0:00,관악구,13856
2022-12-01 0:00,광진구,14720
2022-12-01 0:00,구로구,11500
2022-12-01 0:00,금천구,14072
2022-12-01 0:00,노원구,18016
2022-12-01 0:00,도봉구,16164
2022-12-01 0:00,동대문구,12792
2022-12-01 0:00,동작구,13848
2022-12-01 0:00,마포구,16772
2022-12-01 0:00,서대문구,10760
2022-12-01 0:00,서초구,14016
2022-12-01 0:00,성동구,11212
2022-12-01 0:00,성북구,6928
2022-12-01 0:00,송파구,10772
2022-12-01 0:00,양천구,13844
2022-12-01 0:00,영등포구,10668
2022-12-01 0:00,용산구,13840
2022-12-01 0:00,은평구,13752
2022-12-01 0:00,종로구,16704
2022-12-01 0:00,중구,18004
2022-12-01 0:00,중랑구,15296
2023-01-01 0:00,강남구,16220
2023-01-01 0:00,강동구,14096
2023-01-01 0:00,강북구,11672
2023-01-01 0:00,강서구,10164
2023-01-01 0:00,관악구,10844
2023-01-01 0:00,광진구,14756
2023-01-01 0:00,구로구,12624
2023-01-01 0:00,금천구,16000
2023-01-01 0:00,노원구,15032
2023-01-01 0:00,도봉구,16392
2023-01-01 0:00,동대문구,10456
2023-01-01 0:00,동작구,10732
2023-01-01 0:00,마포구,13960
2023-01-01 0:00,서대문구,14320
2023-01-01 0:00,서초구,15456
2023-01-01 0:00,성동구,9476
2023-01-01 0:00,성북구,7720
2023-01-01 0:00,송파구,12876
2023-01-01 0:00,양천구,14052
2023-01-01 0:00,영등포구,7896
2023-01-01 0:00,용산구,10208
2023-01-01 0:00,은평구,14080
2023-01-01 0:00,종로구,16760
2023-01-01 0:00,중구,19424
2023-01-01 0:00,중랑구,13236
2023-02-01 0:00,강남구,19120
2023-02-01 0:00,강동구,15272
2023-02-01 0:00,강북구,11032
2023-02-01 0:00,강서구,12496
2023-02-01 0:00,관악구,10948
2023-02-01 0:00,광진구,14352
2023-02-01 0:00,구로구,13020
2023-02-01 0:00,금천구,13008
2023-02-01 0:00,노원구,14428
2023-02-01 0:00,도봉구,16424
2023-02-01 0:00,동대문구,11108
2023-02-01 0:00,동작구,13300
2023-02-01 0:00,마포구,14560
2023-02-01 0:00,서대문구,12600
2023-02-01 0:00,서초구,14224
2023-02-01 0:00,성동구,13680
2023-02-01 0:00,성북구,7928
2023-02-01 0:00,송파구,10572
2023-02-01 0:00,양천구,14080
2023-02-01 0:00,영등포구,7740
2023-02-01 0:00,용산구,10332
2023-02-01 0:00,은평구,12812
2023-02-01 0:00,종로구,16768
2023-02-01 0:00,중구,18696
2023-02-01 0:00,중랑구,14048
2023-03-01 0:00,강남구,15788
2023-03-01 0:00,강동구,16088
2023-03-01 0:00,강북구,11216
2023-03-01 0:00,강서구,16032
2023-03-01 0:00,관악구,12028
2023-03-01 0:00,광진구,14380
2023-03-01 0:00,구로구,10860
2023-03-01 0:00,금천구,13752
2023-03-01 0:00,노원구,14884
2023-03-01 0:00,도봉구,12308
2023-03-01 0:00,동대문구,12556
2023-03-01 0:00,동작구,11544
2023-03-01 0:00,마포구,16080
2023-03-01 0:00,서대문구,13872
2023-03-01 0:00,서초구,14464
2023-03-01 0:00,성동구,18528
2023-03-01 0:00,성북구,7920
2023-03-01 0:00,송파구,10160
2023-03-01 0:00,양천구,13096
2023-03-01 0:00,영등포구,11216
2023-03-01 0:00,용산구,13472
2023-03-01 0:00,은평구,12020
2023-03-01 0:00,종로구,16904
2023-03-01 0:00,중구,17112
2023-03-01 0:00,중랑구,14864
2023-04-01 0:00,강남구,12768
2023-04-01 0:00,강동구,16304
2023-04-01 0:00,강북구,7376
2023-04-01 0:00,강서구,15820
2023-04-01 0:00,관악구,11304
2023-04-01 0:00,광진구,14292
2023-04-01 0:00,구로구,12856
2023-04-01 0:00,금천구,14120
2023-04-01 0:00,노원구,14656
2023-04-01 0:00,도봉구,15876
2023-04-01 0:00,동대문구,9660
2023-04-01 0:00,동작구,9700
2023-04-01 0:00,마포구,16112
2023-04-01 0:00,서대문구,10716
2023-04-01 0:00,서초구,13156
2023-04-01 0:00,성동구,18032
2023-04-01 0:00,성북구,8556
2023-04-01 0:00,송파구,10332
2023-04-01 0:00,양천구,13304
2023-04-01 0:00,영등포구,14532
2023-04-01 0:00,용산구,13556
2023-04-01 0:00,은평구,12016
2023-04-01 0:00,종로구,15928
2023-04-01 0:00,중구,16368
2023-04-01 0:00,중랑구,11580
2023-05-01 0:00,강남구,13352
2023-05-01 0:00,강동구,13044
2023-05-01 0:00,강북구,7404
2023-05-01 0:00,강서구,17828
2023-05-01 0:00,관악구,11368
2023-05-01 0:00,광진구,14212
2023-05-01 0:00,구로구,12388
2023-05-01 0:00,금천구,14160
2023-05-01 0:00,노원구,14188
2023-05-01 0:00,도봉구,16264
2023-05-01 0:00,동대문구,14168
2023-05-01 0:00,동작구,11380
2023-05-01 0:00,마포구,12676
2023-05-01 0:00,서대문구,14276
2023-05-01 0:00,서초구,15032
2023-05-01 0:00,성동구,16892
2023-05-01 0:00,성북구,8564
2023-05-01 0:00,송파구,9604
2023-05-01 0:00,양천구,12992
2023-05-01 0:00,영등포구,11272
2023-05-01 0:00,용산구,13324
2023-05-01 0:00,은평구,11440
2023-05-01 0:00,종로구,16088
2023-05-01 0:00,중구,17488
2023-05-01 0:00,중랑구,15844
2023-06-01 0:00,강남구,13908
2023-06-01 0:00,강동구,13960
2023-06-01 0:00,강북구,10724
2023-06-01 0:00,강서구,13900
2023-06-01 0:00,관악구,11304
2023-06-01 0:00,광진구,14136
2023-06-01 0:00,구로구,10592
2023-06-01 0:00,금천구,14600
2023-06-01 0:00,노원구,16772
2023-06-01 0:00,도봉구,15812
2023-06-01 0:00,동대문구,13820
2023-06-01 0:00,동작구,12184
2023-06-01 0:00,마포구,13612
2023-06-01 0:00,서대문구,10620
2023-06-01 0:00,서초구,18552
2023-06-01 0:00,성동구,16240
2023-06-01 0:00,성북구,8984
2023-06-01 0:00,송파구,8884
2023-06-01 0:00,양천구,12528
2023-06-01 0:00,영등포구,8316
2023-06-01 0:00,용산구,9768
2023-06-01 0:00,은평구,11476
2023-06-01 0:00,종로구,14464
2023-06-01 0:00,중구,14996
2023-06-01 0:00,중랑구,15280
2023-07-01 0:00,강남구,12428
2023-07-01 0:00,강동구,13256
2023-07-01 0:00,강북구,10984
2023-07-01 0:00,강서구,13564
2023-07-01 0:00,관악구,8052
2023-07-01 0:00,광진구,14436
2023-07-01 0:00,구로구,14756
2023-07-01 0:00,금천구,15204
2023-07-01 0:00,노원구,13872
2023-07-01 0:00,도봉구,15456
2023-07-01 0:00,동대문구,17448
2023-07-01 0:00,동작구,13060
2023-07-01 0:00,마포구,13024
2023-07-01 0:00,서대문구,10940
2023-07-01 0:00,서초구,14320
2023-07-01 0:00,성동구,15604
2023-07-01 0:00,성북구,8652
2023-07-01 0:00,송파구,9352
2023-07-01 0:00,양천구,12468
2023-07-01 0:00,영등포구,13240
2023-07-01 0:00,용산구,9660
2023-07-01 0:00,은평구,9636
2023-07-01 0:00,종로구,14456
2023-07-01 0:00,중구,20996
2023-07-01 0:00,중랑구,15152
2023-08-01 0:00,강남구,14824
2023-08-01 0:00,강동구,12760
2023-08-01 0:00,강북구,10136
2023-08-01 0:00,강서구,13960
2023-08-01 0:00,관악구,10584
2023-08-01 0:00,광진구,11640
2023-08-01 0:00,구로구,16376
2023-08-01 0:00,금천구,14904
2023-08-01 0:00,노원구,14368
2023-08-01 0:00,도봉구,14400
2023-08-01 0:00,동대문구,14388
2023-08-01 0:00,동작구,13108
2023-08-01 0:00,마포구,16292
2023-08-01 0:00,서대문구,10224
2023-08-01 0:00,서초구,14024
2023-08-01 0:00,성동구,16828
2023-08-01 0:00,성북구,7792
2023-08-01 0:00,송파구,7148
2023-08-01 0:00,양천구,12876
2023-08-01 0:00,영등포구,11016
2023-08-01 0:00,용산구,12892
2023-08-01 0:00,은평구,15420
2023-08-01 0:00,종로구,13720
2023-08-01 0:00,중구,18724
2023-08-01 0:00,중랑구,14208
2023-09-01 0:00,강남구,19128
2023-09-01 0:00,강동구,12512
2023-09-01 0:00,강북구,9816
2023-09-01 0:00,강서구,12412
2023-09-01 0:00,관악구,10556
2023-09-01 0:00,광진구,9216
2023-09-01 0:00,구로구,16680
2023-09-01 0:00,금천구,14892
2023-09-01 0:00,노원구,15640
2023-09-01 0:00,도봉구,13860
2023-09-01 0:00,동대문구,18008
2023-09-01 0:00,동작구,13288
2023-09-01 0:00,마포구,15848
2023-09-01 0:00,서대문구,10452
2023-09-01 0:00,서초구,12252
2023-09-01 0:00,성동구,16952
2023-09-01 0:00,성북구,11764
2023-09-01 0:00,송파구,13088
2023-09-01 0:00,양천구,13860
2023-09-01 0:00,영등포구,12148
2023-09-01 0:00,용산구,12616
2023-09-01 0:00,은평구,12084
2023-09-01 0:00,종로구,13500
2023-09-01 0:00,중구,16440
2023-09-01 0:00,중랑구,14656
2023-10-01 0:00,강남구,14580
2023-10-01 0:00,강동구,12184
2023-10-01 0:00,강북구,12372
2023-10-01 0:00,강서구,12472
2023-10-01 0:00,관악구,9932
2023-10-01 0:00,광진구,8220
2023-10-01 0:00,구로구,19932
2023-10-01 0:00,금천구,14284
2023-10-01 0:00,노원구,15272
2023-10-01 0:00,도봉구,13520
2023-10-01 0:00,동대문구,16344
2023-10-01 0:00,동작구,12304
2023-10-01 0:00,마포구,15116
2023-10-01 0:00,서대문구,13968
2023-10-01 0:00,서초구,18940
2023-10-01 0:00,성동구,17512
2023-10-01 0:00,성북구,11536
2023-10-01 0:00,송파구,13568
2023-10-01 0:00,양천구,13600
2023-10-01 0:00,영등포구,12128
2023-10-01 0:00,용산구,11620
2023-10-01 0:00,은평구,14504
2023-10-01 0:00,종로구,13500
2023-10-01 0:00,중구,13876
2023-10-01 0:00,중랑구,13560
2023-11-01 0:00,강남구,11872
2023-11-01 0:00,강동구,9804
2023-11-01 0:00,강북구,11856
2023-11-01 0:00,강서구,11932
2023-11-01 0:00,관악구,13104
2023-11-01 0:00,광진구,11596
2023-11-01 0:00,구로구,19004
2023-11-01 0:00,금천구,14120
2023-11-01 0:00,노원구,15692
2023-11-01 0:00,도봉구,13872
2023-11-01 0:00,동대문구,13460
2023-11-01 0:00,동작구,12232
2023-11-01 0:00,마포구,11524
2023-11-01 0:00,서대문구,9800
2023-11-01 0:00,서초구,15856
2023-11-01 0:00,성동구,18020
2023-11-01 0:00,성북구,11508
2023-11-01 0:00,송파구,13408
2023-11-01 0:00,양천구,10100
2023-11-01 0:00,영등포구,13388
2023-11-01 0:00,용산구,10064
2023-11-01 0:00,은평구,15100
2023-11-01 0:00,종로구,13508
2023-11-01 0:00,중구,19608
2023-11-01 0:00,중랑구,13432
2023-12-01 0:00,강남구,14988
2023-12-01 0:00,강동구,11612
2023-12-01 0:00,강북구,11192
2023-12-01 0:00,강서구,9644
2023-12-01 0:00,관악구,11640
2023-12-01 0:00,광진구,10516
2023-12-01 0:00,구로구,17444
2023-12-01 0:00,금천구,13572
2023-12-01 0:00,노원구,14820
2023-12-01 0:00,도봉구,13392
2023-12-01 0:00,동대문구,14028
2023-12-01 0:00,동작구,11696
2023-12-01 0:00,마포구,14788
2023-12-01 0:00,서대문구,13296
2023-12-01 0:00,서초구,16300
2023-12-01 0:00,성동구,18152
2023-12-01 0:00,성북구,10668
2023-12-01 0:00,송파구,11208
2023-12-01 0:00,양천구,16848
2023-12-01 0:00,영등포구,13200
2023-12-01 0:00,용산구,12796
2023-12-01 0:00,은평구,14332
2023-12-01 0:00,종로구,14040
2023-12-01 0:00,중구,18368
2023-12-01 0:00,중랑구,14900
